LoanRange, LoanAmount , BusinessName ,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"g $50,000-$100,000"," $62,200 ", undisclosed , undisclosed ,BUTTE,MT,59701,811111,Corporation,Unanswered,Male Owned,Non-Veteran,,9,4/27/20,First Citizens Bank of Butte,MT - 00
"g $50,000-$100,000"," $61,400 ", undisclosed , undisclosed ,BUTTE,MT,59701,484110,Corporation,White,Male Owned,Unanswered,,3,4/5/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $61,250 ", undisclosed , undisclosed ,BUTTE,MT,59701,922160,Corporation,Unanswered,Female Owned,Non-Veteran,,6,6/11/20,First Citizens Bank of Butte,MT - 00
"g $50,000-$100,000"," $60,930 ", undisclosed , undisclosed ,BUTTE,MT,59701,621210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,5,4/11/20,First Citizens Bank of Butte,MT - 00
"g $50,000-$100,000"," $60,300 ", undisclosed , undisclosed ,BUTTE,MT,59701,423330,Corporation,White,Male Owned,Non-Veteran,,10,4/10/20,"Bank of Bridger, National Association",MT - 00
"g $50,000-$100,000"," $59,700 ", undisclosed , undisclosed ,BUTTE,MT,59701,722410,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,15,4/4/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $59,600 ", undisclosed , undisclosed ,BUTTE,MT,59701,236210,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,6,4/6/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $59,140 ", undisclosed , undisclosed ,BUTTE,MT,59701,713210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/28/20,First Security Bank of Deer Lodge,MT - 00
"g $50,000-$100,000"," $59,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,621210,Corporation,White,Male Owned,Non-Veteran,,5,4/4/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $58,200 ", undisclosed , undisclosed ,BUTTE,MT,59701,236115,Corporation,Unanswered,Unanswered,Unanswered,,0,4/10/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $57,900 ", undisclosed , undisclosed ,BUTTE,MT,59701,722511,Corporation,White,Female Owned,Non-Veteran,,20,4/4/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $57,400 ", undisclosed , undisclosed ,BUTTE,MT,59701,722511,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,24,4/6/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $57,400 ", undisclosed , undisclosed ,BUTTE,MT,59701,722511,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,9,4/7/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $57,250 ", undisclosed , undisclosed ,BUTTE,MT,59701,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,4/15/20,"Granite Mountain Bank, Inc.",MT - 00
"g $50,000-$100,000"," $57,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,531190,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,6,4/27/20,First Citizens Bank of Butte,MT - 00
"g $50,000-$100,000"," $56,900 ", undisclosed , undisclosed ,BUTTE,MT,59701,541720,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,4/14/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $56,900 ", undisclosed , undisclosed ,BUTTE,MT,59701,621210,Corporation,White,Male Owned,Non-Veteran,,5,4/30/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $56,300 ", undisclosed , undisclosed ,BUTTE,MT,59701,541330,Corporation,White,Male Owned,Unanswered,,3,4/8/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $55,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,721110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,10,4/10/20,Stockman Bank of Montana,MT - 00
"g $50,000-$100,000"," $55,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,541330,Corporation,White,Male Owned,Non-Veteran,,5,4/4/20,Opportunity Bank of Montana,MT - 00
"g $50,000-$100,000"," $55,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,611511,Corporation,White,Male Owned,Non-Veteran,,6,4/6/20,First Citizens Bank of Butte,MT - 00
"g $50,000-$100,000"," $54,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/15/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $53,900 ", undisclosed , undisclosed ,BUTTE,MT,59701,624229,Professional Association,Unanswered,Unanswered,Unanswered,,9,4/15/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $52,800 ", undisclosed , undisclosed ,BUTTE,MT,59701,238220,Corporation,White,Female Owned,Unanswered,,5,4/7/20,"First Montana Bank, Inc.",MT - 00
"g $50,000-$100,000"," $52,800 ", undisclosed , undisclosed ,BUTTE,MT,59701,238150,Corporation,Unanswered,Female Owned,Non-Veteran,,0,4/15/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $52,750 ", undisclosed , undisclosed ,BUTTE,MT,59701,423990,Corporation,White,Female Owned,Non-Veteran,,4,4/10/20,"Granite Mountain Bank, Inc.",MT - 00
"g $50,000-$100,000"," $52,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/3/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $52,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,925120,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,7,4/28/20,Opportunity Bank of Montana,MT - 00
"g $50,000-$100,000"," $51,826 ", undisclosed , undisclosed ,BUTTE,MT,59701,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,4/9/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $51,500 ", undisclosed , undisclosed ,BUTTE,MT,59701,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,4/8/20,Opportunity Bank of Montana,MT - 00
"g $50,000-$100,000"," $51,250 ", undisclosed , undisclosed ,BUTTE,MT,59701,812990,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,5,4/8/20,"Granite Mountain Bank, Inc.",MT - 00
"g $50,000-$100,000"," $51,200 ", undisclosed , undisclosed ,BUTTE,MT,59701,238310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,8,4/4/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $51,100 ", undisclosed , undisclosed ,BUTTE,MT,59701,722511,Corporation,White,Male Owned,Unanswered,,13,4/13/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $50,750 ", undisclosed , undisclosed ,BUTTE,MT,59701,336310,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,5,4/8/20,First Citizens Bank of Butte,MT - 00
"g $50,000-$100,000"," $50,300 ", undisclosed , undisclosed ,BUTTE,MT,59701,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,5/7/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $50,000 ", undisclosed , undisclosed ,BUTTE,MT,59701,713940,Corporation,Unanswered,Male Owned,Non-Veteran,,35,4/3/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $53,590 ", undisclosed , undisclosed ,CAMERON,MT,59720,721211,Subchapter S Corporation,White,Male Owned,Non-Veteran,,6,4/13/20,Madison Valley Bank,MT - 00
"g $50,000-$100,000"," $53,300 ", undisclosed , undisclosed ,CANYON CREEK,MT,59633,236117,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,7,4/15/20,Opportunity Bank of Montana,MT - 00
"g $50,000-$100,000"," $56,640 ", undisclosed , undisclosed ,CASCADE,MT,59421,112111,Partnership,Unanswered,Unanswered,Unanswered,,5,4/27/20,Stockmens Bank,MT - 00
"g $50,000-$100,000"," $53,000 ", undisclosed , undisclosed ,CASCADE,MT,59421,445110,Subchapter S Corporation,White,Female Owned,Non-Veteran,,21,5/15/20,Stockman Bank of Montana,MT - 00
"g $50,000-$100,000"," $87,500 ", undisclosed , undisclosed ,CHESTER,MT,59522,447110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,4/8/20,Stockman Bank of Montana,MT - 00
"g $50,000-$100,000"," $74,001 ", undisclosed , undisclosed ,CHESTER,MT,59522,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4/7/20,Independence Bank,MT - 00
"g $50,000-$100,000"," $53,928 ", undisclosed , undisclosed ,CHESTER,MT,59522,111191,Partnership,Unanswered,Unanswered,Unanswered,,6,4/14/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $91,300 ", undisclosed , undisclosed ,CHINOOK,MT,59523,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/4/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $82,500 ", undisclosed , undisclosed ,CHINOOK,MT,59523,111140,Partnership,Unanswered,Unanswered,Unanswered,,7,4/13/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $75,238 ", undisclosed , undisclosed ,CHINOOK,MT,59523,541940,Subchapter S Corporation,White,Male Owned,Non-Veteran,,5,4/27/20,Independence Bank,MT - 00
"g $50,000-$100,000"," $65,900 ", undisclosed , undisclosed ,CHINOOK,MT,59523,541940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,4/28/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $64,100 ", undisclosed , undisclosed ,CHINOOK,MT,59523,441120,Corporation,Unanswered,Unanswered,Unanswered,,7,4/9/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $61,477 ", undisclosed , undisclosed ,CHINOOK,MT,59523,112910,Corporation,Unanswered,Unanswered,Unanswered,,6,4/12/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $59,720 ", undisclosed , undisclosed ,CHINOOK,MT,59523,112910,Corporation,Unanswered,Unanswered,Unanswered,,16,4/12/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $55,800 ", undisclosed , undisclosed ,CHINOOK,MT,59523,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,4/6/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $54,903 ", undisclosed , undisclosed ,CHINOOK,MT,59523,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4/12/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $51,830 ", undisclosed , undisclosed ,CHINOOK,MT,59523,813920,Corporation,Unanswered,Female Owned,Non-Veteran,,6,4/12/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $79,600 ", undisclosed , undisclosed ,CHOTEAU,MT,59422,721110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,18,4/4/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $71,208 ", undisclosed , undisclosed ,CHOTEAU,MT,59422,112112,Corporation,Unanswered,Male Owned,Non-Veteran,,13,5/3/20,"U.S. Bank, National Association",MT - 00
"g $50,000-$100,000"," $58,585 ", undisclosed , undisclosed ,CHOTEAU,MT,59422,713920,Corporation,Unanswered,Unanswered,Unanswered,,6,4/10/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $57,603 ", undisclosed , undisclosed ,CHOTEAU,MT,59422,424910,Subchapter S Corporation,White,Male Owned,Veteran,,6,4/15/20,Independence Bank,MT - 00
"g $50,000-$100,000"," $57,300 ", undisclosed , undisclosed ,CHOTEAU,MT,59422,321113,Corporation,Unanswered,Unanswered,Unanswered,,4,4/5/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $56,400 ", undisclosed , undisclosed ,CHOTEAU,MT,59422,446110,Corporation,Unanswered,Unanswered,Unanswered,,7,4/9/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $73,951 ", undisclosed , undisclosed ,CIRCLE,MT,59215,332312,Corporation,Unanswered,Unanswered,Unanswered,,5,4/27/20,Grasslands FCU,MT - 00
"g $50,000-$100,000"," $65,164 ", undisclosed , undisclosed ,CIRCLE,MT,59215,441310,Corporation,Unanswered,Unanswered,Unanswered,,5,4/15/20,Grasslands FCU,MT - 00
"g $50,000-$100,000"," $51,880 ", undisclosed , undisclosed ,CIRCLE,MT,59215,237130,Corporation,Unanswered,Unanswered,Unanswered,,5,4/28/20,Grasslands FCU,MT - 00
"g $50,000-$100,000"," $81,400 ", undisclosed , undisclosed ,CLANCY,MT,59634,722511,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,28,4/3/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $76,700 ", undisclosed , undisclosed ,CLANCY,MT,59634,561730,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,8,4/8/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $76,200 ", undisclosed , undisclosed ,CLANCY,MT,59634,812112,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,6,4/4/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $72,851 ", undisclosed , undisclosed ,CLANCY,MT,59634,238160,Corporation,White,Male Owned,Non-Veteran,,7,4/7/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $64,700 ", undisclosed , undisclosed ,CLANCY,MT,59634,722515,Corporation,Unanswered,Female Owned,Unanswered,,25,4/4/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $64,100 ", undisclosed , undisclosed ,CLANCY,MT,59634,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,20,4/27/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $62,771 ", undisclosed , undisclosed ,CLANCY,MT,59634,722511,Corporation,Unanswered,Unanswered,Unanswered,,13,4/7/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $60,000 ", undisclosed , undisclosed ,CLANCY,MT,59634,236115,Corporation,White,Male Owned,Non-Veteran,,8,4/3/20,Stockman Bank of Montana,MT - 00
"g $50,000-$100,000"," $58,912 ", undisclosed , undisclosed ,CLANCY,MT,59634,922160,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,4/27/20,First Community Bank,MT - 00
"g $50,000-$100,000"," $53,900 ", undisclosed , undisclosed ,CLANCY,MT,59634,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/9/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $53,600 ", undisclosed , undisclosed ,CLANCY,MT,59634,562111,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,6,4/3/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $51,100 ", undisclosed , undisclosed ,CLANCY,MT,59634,621210,Corporation,Unanswered,Unanswered,Unanswered,,5,4/27/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $97,300 ", undisclosed , undisclosed ,CLINTON,MT,59825,488510,Corporation,White,Male Owned,Non-Veteran,,15,4/9/20,Clearwater FCU,MT - 00
"g $50,000-$100,000"," $79,400 ", undisclosed , undisclosed ,CLINTON,MT,59825,236220,Corporation,White,Female Owned,Non-Veteran,,10,4/8/20,TrailWest Bank,MT - 00
"g $50,000-$100,000"," $50,000 ", undisclosed , undisclosed ,CLINTON,MT,59825,445110,Corporation,White,Male Owned,Non-Veteran,,12,4/6/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $95,700 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4/27/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $94,100 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,212321,Corporation,White,Male Owned,Unanswered,,6,4/15/20,MidWestOne Bank,MT - 00
"g $50,000-$100,000"," $93,100 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,722511,Subchapter S Corporation,Hispanic,Female Owned,Non-Veteran,,25,4/7/20,Three Rivers Bank of Montana,MT - 00
"g $50,000-$100,000"," $90,300 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,713910,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,25,4/13/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $89,700 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,621340,Corporation,Unanswered,Female Owned,Unanswered,,0,4/9/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $87,500 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,488410,Corporation,Unanswered,Female Owned,Non-Veteran,,13,4/8/20,Three Rivers Bank of Montana,MT - 00
"g $50,000-$100,000"," $87,300 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,713110,Corporation,Unanswered,Male Owned,Non-Veteran,,16,5/8/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $86,300 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,237310,Corporation,Unanswered,Unanswered,Unanswered,,6,4/30/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $85,360 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,447110,Corporation,Unanswered,Unanswered,Unanswered,,20,4/29/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $84,900 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,722511,Corporation,Unanswered,Unanswered,Unanswered,,10,4/5/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $82,550 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,485320,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,19,5/15/20,Cross River Bank,MT - 00
"g $50,000-$100,000"," $77,600 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,332311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4/14/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $75,900 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,713990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/11/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $75,800 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,811111,Sole Proprietorship,White,Male Owned,Non-Veteran,,0,4/11/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $75,700 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,454390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,4/28/20,Three Rivers Bank of Montana,MT - 00
"g $50,000-$100,000"," $74,100 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,453220,Corporation,Unanswered,Female Owned,Non-Veteran,,6,4/15/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $73,600 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,621210,Corporation,Unanswered,Unanswered,Unanswered,,6,4/27/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $72,860 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,423910,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,6,4/13/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $72,395 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/16/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $72,100 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,444130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,4/27/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $70,700 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,524210,Subchapter S Corporation,Asian,Male Owned,Unanswered,,7,4/9/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $68,200 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,722410,Corporation,Unanswered,Unanswered,Unanswered,,30,4/10/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $65,500 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,238220,Corporation,Unanswered,Unanswered,Unanswered,,0,4/14/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $65,325 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,311612,Corporation,Unanswered,Unanswered,Unanswered,,11,4/11/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $64,532 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,611710,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,22,5/19/20,Celtic Bank Corporation,MT - 00
"g $50,000-$100,000"," $63,600 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,321911,Corporation,Unanswered,Male Owned,Non-Veteran,,8,4/28/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $62,995 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,621210,Corporation,Unanswered,Unanswered,Unanswered,,7,4/10/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $61,000 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,493110,Corporation,White,Male Owned,Non-Veteran,,8,4/30/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $59,179 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,611110,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
"g $50,000-$100,000"," $57,900 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,4/13/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $55,176 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,562910,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,5,4/9/20,Parkside Financial Bank & Trust,MT - 00
"g $50,000-$100,000"," $55,000 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,722513,Subchapter S Corporation,White,Male Owned,Non-Veteran,,12,4/5/20,TrailWest Bank,MT - 00
"g $50,000-$100,000"," $54,900 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,337122,Corporation,Unanswered,Unanswered,Unanswered,,11,4/8/20,Freedom Bank,MT - 00
"g $50,000-$100,000"," $54,400 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,484210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,4/8/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $52,499 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,236115,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/3/20,"Wells Fargo Bank, National Association",MT - 00
"g $50,000-$100,000"," $52,280 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,238220,Corporation,Unanswered,Unanswered,Unanswered,,6,4/15/20,First Interstate Bank,MT - 00
"g $50,000-$100,000"," $50,800 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,238390,Corporation,White,Male Owned,Non-Veteran,,4,4/29/20,Glacier Bank,MT - 00
"g $50,000-$100,000"," $50,600 ", undisclosed , undisclosed ,COLUMBIA FALLS,MT,59912,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/13/20,Freedom Bank,MT - 00
