 LoanAmount ,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
" $108,700 ",BIG SKY,MT,59716,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,4/7/20,Glacier Bank,MT - 00
" $108,668 ",BOZEMAN,MT,59718,812990,Corporation,Unanswered,Unanswered,Unanswered,,10,4/15/20,First Interstate Bank,MT - 00
" $108,600 ",MISSOULA,MT,59808,311812,Corporation,White,Male Owned,Non-Veteran,,20,4/3/20,Glacier Bank,MT - 00
" $108,600 ",LIBBY,MT,59923,721214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,5/3/20,"U.S. Bank, National Association",MT - 00
" $108,500 ",BILLINGS,MT,59108,238220,Subchapter S Corporation,White,Male Owned,Unanswered,,9,4/6/20,Stockman Bank of Montana,MT - 00
" $108,500 ",BUTTE,MT,59701,811310,Corporation,Unanswered,Unanswered,Unanswered,,9,4/14/20,Glacier Bank,MT - 00
" $108,462 ",GREAT FALLS,MT,59404,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,4/6/20,American Bank Center,MT - 00
" $108,400 ",HARLEM,MT,59526,447110,Corporation,Unanswered,Unanswered,Unanswered,,28,4/10/20,"Bank of Bridger, National Association",MT - 00
" $108,400 ",KALISPELL,MT,59901,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,0,4/6/20,Glacier Bank,MT - 00
" $108,300 ",BILLINGS,MT,59101,721110,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,24,4/3/20,Stockman Bank of Montana,MT - 00
" $108,228 ",HELENA,MT,59601,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,4/8/20,First Interstate Bank,MT - 00
" $108,200 ",PLENTYWOOD,MT,59254,621210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9,4/3/20,Stockman Bank of Montana,MT - 00
" $108,150 ",MISSOULA,MT,59801,531110,Corporation,Unanswered,Unanswered,Unanswered,,8,5/21/20,First Interstate Bank,MT - 00
" $108,110 ",LAUREL,MT,59044,624120,Corporation,Unanswered,Unanswered,Unanswered,,30,4/8/20,Little Horn State Bank,MT - 00
" $108,100 ",MISSOULA,MT,59801,541990,Corporation,White,Male Owned,Non-Veteran,,11,4/4/20,Clearwater FCU,MT - 00
" $108,046 ",POLSON,MT,59860,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,5/14/20,Montana Community Development Corp.,MT - 00
" $107,972 ",BUTTE,MT,59701,441228,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,4/9/20,First Interstate Bank,MT - 00
" $107,900 ",BIGFORK,MT,59911,448150,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,4/11/20,Glacier Bank,MT - 00
" $107,900 ",BOZEMAN,MT,59718,541519,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4/3/20,Glacier Bank,MT - 00
" $107,900 ",WHITEFISH,MT,59937,722511,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,19,4/6/20,City National Bank,MT - 00
" $107,900 ",BILLINGS,MT,59101,442110,Corporation,Unanswered,Unanswered,Unanswered,,14,4/6/20,Altana FCU,MT - 00
" $107,900 ",ENNIS,MT,59729,114210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,3,4/7/20,Madison Valley Bank,MT - 00
" $107,800 ",LINDSAY,MT,59339,112111,Partnership,Unanswered,Unanswered,Unanswered,,14,4/15/20,Dakota Western Bank,MT - 00
" $107,800 ",HELENA,MT,59601,813211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,14,4/27/20,First Interstate Bank,MT - 00
" $107,800 ",MISSOULA,MT,59801,561311,Corporation,Unanswered,Male Owned,Unanswered,,26,4/6/20,Farmers State Bank,MT - 00
" $107,700 ",BILLINGS,MT,59106,238220,Corporation,White,Male Owned,Non-Veteran,,9,4/5/20,Opportunity Bank of Montana,MT - 00
" $107,600 ",BOZEMAN,MT,59718,811412,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/15/20,Rocky Mountain Bank,MT - 00
" $107,590 ",DEER LODGE,MT,59722,113310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/7/20,First Security Bank of Deer Lodge,MT - 00
" $107,500 ",BOZEMAN,MT,59715,621210,Corporation,Unanswered,Male Owned,Unanswered,,12,4/27/20,Glacier Bank,MT - 00
" $107,500 ",LAMBERT,MT,59243,213112,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,6,4/14/20,Stockman Bank of Montana,MT - 00
" $107,400 ",KALISPELL,MT,59901,442210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/5/20,Glacier Bank,MT - 00
" $107,400 ",BILLINGS,MT,59105,541519,Corporation,Unanswered,Female Owned,Non-Veteran,,11,4/6/20,Glacier Bank,MT - 00
" $107,383 ",MISSOULA,MT,59802,524298,Corporation,Unanswered,Unanswered,Unanswered,,12,4/9/20,First Interstate Bank,MT - 00
" $107,300 ",HELENA,MT,59601,621111,Limited  Liability Company(LLC),Black or African American,Male Owned,Non-Veteran,,11,4/4/20,Glacier Bank,MT - 00
" $107,300 ",BILLINGS,MT,59101,423110,Corporation,White,Male Owned,Unanswered,,12,4/14/20,Stockman Bank of Montana,MT - 00
" $107,300 ",MISSOULA,MT,59802,311920,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/14/20,Clearwater FCU,MT - 00
" $107,265 ",KALISPELL,MT,59903,327390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/15/20,First Interstate Bank,MT - 00
" $107,200 ",BOZEMAN,MT,59718,923130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,4/3/20,Stockman Bank of Montana,MT - 00
" $107,200 ",MISSOULA,MT,59808,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/6/20,Glacier Bank,MT - 00
" $107,132 ",SCOBEY,MT,59263,424490,Sole Proprietorship,White,Male Owned,Veteran,,9,4/15/20,Independence Bank,MT - 00
" $107,100 ",BILLINGS,MT,59101,811111,Subchapter S Corporation,White,Male Owned,Non-Veteran,,8,4/13/20,The Yellowstone Bank,MT - 00
" $107,100 ",WHITEFISH,MT,59937,238910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/15/20,Glacier Bank,MT - 00
" $107,000 ",SIDNEY,MT,59270,238170,Subchapter S Corporation,White,Male Owned,Unanswered,,10,4/3/20,The Yellowstone Bank,MT - 00
" $107,000 ",HELENA,MT,59602,621340,Corporation,Unanswered,Male Owned,Unanswered,,7,4/4/20,Ascent Bank,MT - 00
" $107,000 ",HELENA,MT,59601,722513,Corporation,White,Male Owned,Non-Veteran,,54,4/7/20,Glacier Bank,MT - 00
" $106,992 ",RED LODGE,MT,59068,211130,Corporation,Unanswered,Unanswered,Unanswered,,6,4/29/20,First Interstate Bank,MT - 00
" $106,958 ",WHITEFISH,MT,59937,541310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,8,4/10/20,First Interstate Bank,MT - 00
" $106,880 ",SIDNEY,MT,59270,237120,Corporation,White,Male Owned,Unanswered,,18,4/7/20,Little Horn State Bank,MT - 00
" $106,840 ",KALISPELL,MT,59901,311421,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,16,4/16/20,First Interstate Bank,MT - 00
" $106,815 ",BIG TIMBER,MT,59011,339999,Corporation,White,Female Owned,Unanswered,,14,4/7/20,Citizens Bank & Trust Company,MT - 00
" $106,800 ",MISSOULA,MT,59801,811121,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,12,4/4/20,Glacier Bank,MT - 00
" $106,755 ",BILLINGS,MT,59101,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/11/20,First Interstate Bank,MT - 00
" $106,700 ",KALISPELL,MT,59901,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/11/20,Glacier Bank,MT - 00
" $106,700 ",TROY,MT,59935,444130,Subchapter S Corporation,White,Male Owned,Unanswered,,15,4/3/20,"First Montana Bank, Inc.",MT - 00
" $106,700 ",MISSOULA,MT,59808,238910,Subchapter S Corporation,White,Male Owned,Non-Veteran,,12,4/3/20,"First Montana Bank, Inc.",MT - 00
" $106,700 ",BILLINGS,MT,59101,424460,Corporation,Unanswered,Unanswered,Unanswered,,12,4/9/20,Glacier Bank,MT - 00
" $106,700 ",LINDSAY,MT,59339,112111,Subchapter S Corporation,White,Male Owned,Non-Veteran,,8,4/15/20,Dakota Western Bank,MT - 00
" $106,600 ",BOZEMAN,MT,59718,624410,Subchapter S Corporation,White,Female Owned,Non-Veteran,,16,4/7/20,Stockman Bank of Montana,MT - 00
" $106,583 ",BOZEMAN,MT,59715,541810,Corporation,Unanswered,Unanswered,Unanswered,,9,4/6/20,First Interstate Bank,MT - 00
" $106,520 ",LEWISTOWN,MT,59457,444130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/10/20,Glacier Bank,MT - 00
" $106,500 ",ANACONDA,MT,59711,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,23,4/28/20,Glacier Bank,MT - 00
" $106,500 ",BIG TIMBER,MT,59011,721214,Subchapter S Corporation,White,Female Owned,Non-Veteran,,16,5/19/20,Opportunity Bank of Montana,MT - 00
" $106,442 ",BLACK EAGLE,MT,59414,541330,Corporation,Unanswered,Unanswered,Unanswered,,8,6/1/20,First Interstate Bank,MT - 00
" $106,400 ",BOZEMAN,MT,59715,722511,Corporation,White,Male Owned,Non-Veteran,,9,4/3/20,Glacier Bank,MT - 00
" $106,400 ",BOZEMAN,MT,59715,711310,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15,4/4/20,Glacier Bank,MT - 00
" $106,400 ",HELENA,MT,59601,621320,Corporation,Unanswered,Unanswered,Unanswered,,11,4/4/20,Glacier Bank,MT - 00
" $106,300 ",BOZEMAN,MT,59718,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,37,4/10/20,Stockman Bank of Montana,MT - 00
" $106,300 ",LINCOLN,MT,59639,517311,Corporation,Unanswered,Male Owned,Unanswered,,7,4/7/20,Citizens Alliance Bank,MT - 00
" $106,250 ",WHITEFISH,MT,59937,722511,Corporation,Unanswered,Female Owned,Non-Veteran,,33,4/5/20,Three Rivers Bank of Montana,MT - 00
" $106,200 ",MISSOULA,MT,59801,236118,Corporation,White,Male Owned,Non-Veteran,,13,4/28/20,Opportunity Bank of Montana,MT - 00
" $106,112 ",BILLINGS,MT,59101,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/14/20,First Interstate Bank,MT - 00
" $106,100 ",GREAT FALLS,MT,59404,811192,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,22,4/3/20,Stockman Bank of Montana,MT - 00
" $106,100 ",HELENA,MT,59601,237990,Corporation,White,Male Owned,Non-Veteran,,4,4/4/20,"First Montana Bank, Inc.",MT - 00
" $106,079 ",BOZEMAN,MT,59715,624110,Professional Association,Unanswered,Unanswered,Unanswered,,11,4/13/20,First Interstate Bank,MT - 00
" $106,068 ",BILLINGS,MT,59101,722513,Limited  Liability Company(LLC),Black or African American,Female Owned,Veteran,,25,4/13/20,First Interstate Bank,MT - 00
" $106,000 ",KALISPELL,MT,59901,561312,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,15,4/13/20,"Readycap Lending, LLC",MT - 00
" $106,000 ",BILLINGS,MT,59102,541613,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,6,4/3/20,Stockman Bank of Montana,MT - 00
" $106,000 ",RONAN,MT,59864,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,29,4/5/20,Glacier Bank,MT - 00
" $106,000 ",SIDNEY,MT,59270,621210,Partnership,Unanswered,Female Owned,Non-Veteran,,15,4/14/20,Stockman Bank of Montana,MT - 00
" $106,000 ",BUTTE,MT,59750,311213,Corporation,White,Female Owned,Non-Veteran,,6,4/7/20,TrailWest Bank,MT - 00
" $105,900 ",BIG SKY,MT,59716,531311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4/7/20,Glacier Bank,MT - 00
" $105,900 ",LOLO,MT,59847,238160,Corporation,Unanswered,Male Owned,Unanswered,,12,4/7/20,Farmers State Bank,MT - 01
" $105,900 ",MISSOULA,MT,59808,441120,Corporation,Unanswered,Male Owned,Unanswered,,7,4/7/20,Bank of Montana,MT - 00
" $105,847 ",WOLF POINT,MT,59201,453210,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,9,4/14/20,First Community Bank,MT - 00
" $105,800 ",MISSOULA,MT,59801,541990,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,7,4/14/20,Clearwater FCU,MT - 00
" $105,756 ",SCOBEY,MT,59263,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4/9/20,Independence Bank,MT - 00
" $105,700 ",ROUNDUP,MT,59072,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,4/12/20,First Interstate Bank,MT - 00
" $105,700 ",HELENA,MT,59601,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,38,4/4/20,Glacier Bank,MT - 00
" $105,700 ",BIG SKY,MT,59716,236117,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4/8/20,Glacier Bank,MT - 00
" $105,600 ",DILLON,MT,59725,327320,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,9,4/10/20,Stockman Bank of Montana,MT - 00
" $105,600 ",KALISPELL,MT,59901,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,6/12/20,Freedom Bank,MT - 00
" $105,562 ",BILLINGS,MT,59101,423390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4/14/20,First Interstate Bank,MT - 00
" $105,500 ",MISSOULA,MT,59801,624410,Corporation,Unanswered,Unanswered,Unanswered,,29,4/27/20,Glacier Bank,MT - 00
" $105,500 ",BIG SKY,MT,59716,444130,Subchapter S Corporation,White,Male Owned,Non-Veteran,,25,4/7/20,Glacier Bank,MT - 00
" $105,436 ",BIG TIMBER,MT,59011,444190,Corporation,Unanswered,Male Owned,Unanswered,,9,4/27/20,Citizens Bank & Trust Company,MT - 00
" $105,425 ",MISSOULA,MT,59802,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,4/14/20,First Interstate Bank,MT - 00
" $105,400 ",BIGFORK,MT,59911,713940,Corporation,Unanswered,Unanswered,Unanswered,,62,4/4/20,Glacier Bank,MT - 00
" $105,400 ",BILLINGS,MT,59102,238220,Corporation,White,Male Owned,Non-Veteran,,8,4/6/20,Stockman Bank of Montana,MT - 00
" $105,400 ",MISSOULA,MT,59801,442110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/7/20,Opportunity Bank of Montana,MT - 00
" $105,400 ",WEST YELLOWSTONE,MT,59758,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,4/15/20,Glacier Bank,MT - 00
" $105,303 ",BOZEMAN,MT,59715,,,Unanswered,Unanswered,Unanswered,,12,5/1/20,"JPMorgan Chase Bank, National Association",MT - 00
" $105,300 ",MISSOULA,MT,59808,541110,Corporation,Unanswered,Male Owned,Unanswered,,9,4/5/20,Opportunity Bank of Montana,MT - 00
" $105,300 ",WHITEFISH,MT,59937,441210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/7/20,Freedom Bank,MT - 00
" $105,300 ",MISSOULA,MT,59802,541921,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,4/7/20,Clearwater FCU,MT - 00
" $105,276 ",KALISPELL,MT,59901,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4/28/20,First Interstate Bank,MT - 00
" $105,200 ",MISSOULA,MT,59804,238220,Corporation,Unanswered,Unanswered,Unanswered,,6,4/4/20,Clearwater FCU,MT - 00
" $105,143 ",HAVRE,MT,59501,561730,Corporation,Unanswered,Male Owned,Non-Veteran,,13,4/27/20,Independence Bank,MT - 00
" $105,100 ",BILLINGS,MT,59106,238210,Subchapter S Corporation,White,Female Owned,Unanswered,,10,4/3/20,Stockman Bank of Montana,MT - 00
" $105,066 ",BILLINGS,MT,59101,811310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4/15/20,First Interstate Bank,MT - 00
" $105,000 ",POLSON,MT,59860,212321,Corporation,White,Female Owned,Non-Veteran,,20,4/3/20,Glacier Bank,MT - 00
" $105,000 ",MISSOULA,MT,59801,621210,Corporation,White,Male Owned,Non-Veteran,,4,4/3/20,Glacier Bank,MT - 00
" $105,000 ",ABSAROKEE,MT,59001,541940,Subchapter S Corporation,White,Female Owned,Unanswered,,12,4/3/20,The Yellowstone Bank,MT - 00
" $105,000 ",MISSOULA,MT,59808,238220,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,12,4/3/20,Stockman Bank of Montana,MT - 00
" $105,000 ",KALISPELL,MT,59901,621310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,4/6/20,Three Rivers Bank of Montana,MT - 00
" $105,000 ",SHELBY,MT,59474,424820,Subchapter S Corporation,Unanswered,Unanswered,Non-Veteran,,4,4/7/20,Stockman Bank of Montana,MT - 00
" $105,000 ",HAMILTON,MT,59840,236115,Corporation,White,Male Owned,Unanswered,,14,4/7/20,Farmers State Bank,MT - 00
" $105,000 ",CUT BANK,MT,59427,811118,Corporation,Unanswered,Unanswered,Unanswered,,10,4/8/20,Stockman Bank of Montana,MT - 00
" $104,980 ",KALISPELL,MT,59901,238990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/10/20,Valley Bank of Kalispell,MT - 00
" $104,925 ",KALISPELL,MT,59901,332312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,4/15/20,First Interstate Bank,MT - 00
" $104,900 ",MISSOULA,MT,59802,523120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4/12/20,American Bank,MT - 00
" $104,900 ",BIG TIMBER,MT,59011,721110,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,34,4/4/20,Opportunity Bank of Montana,MT - 00
" $104,851 ",BOZEMAN,MT,59718,236220,Subchapter S Corporation,White,Male Owned,Veteran,,7,4/28/20,Manhattan Bank,MT - 00
" $104,800 ",KALISPELL,MT,59901,713910,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,4/15/20,American Bank,MT - 00
" $104,800 ",LAUREL,MT,59044,722511,Corporation,White,Female Owned,Unanswered,,9,4/27/20,The Yellowstone Bank,MT - 00
" $104,725 ",ROUNDUP,MT,59072,212311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,4/14/20,First Interstate Bank,MT - 00
" $104,700 ",BILLINGS,MT,59105,923120,Non-Profit Organization,White,Female Owned,Unanswered,Y,26,4/3/20,Altana FCU,MT - 00
" $104,653 ",MISSOULA,MT,59808,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,5/14/20,Montana Community Development Corp.,MT - 00
" $104,610 ",HAVRE,MT,59501,811118,Sole Proprietorship,White,Male Owned,Unanswered,,15,4/15/20,Stockman Bank of Montana,MT - 00
" $104,600 ",HAMILTON,MT,59840,621320,Corporation,Unanswered,Male Owned,Unanswered,,11,4/3/20,Farmers State Bank,MT - 00
" $104,600 ",BUTTE,MT,59701,531210,Corporation,White,Female Owned,Non-Veteran,,60,4/5/20,First Citizens Bank of Butte,MT - 00
" $104,600 ",KALISPELL,MT,59901,811219,Corporation,White,Male Owned,Non-Veteran,,8,4/15/20,Glacier Bank,MT - 00
" $104,593 ",MILES CITY,MT,59301,326113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,4/13/20,First Interstate Bank,MT - 00
" $104,500 ",MISSOULA,MT,59808,722511,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,27,4/29/20,Farmers State Bank,MT - 00
" $104,500 ",HELENA,MT,59602,722511,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,31,4/3/20,Stockman Bank of Montana,MT - 00
" $104,500 ",BOZEMAN,MT,59715,541715,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,9,4/3/20,The Yellowstone Bank,MT - 00
" $104,500 ",BILLINGS,MT,59101,423120,Corporation,Unanswered,Unanswered,Unanswered,,9,4/4/20,Glacier Bank,MT - 00
" $104,375 ",MANHATTAN,MT,59741,111211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/30/20,Montana Community Development Corp.,MT - 00
" $104,332 ",ENNIS,MT,59729,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/8/20,First Interstate Bank,MT - 00
" $104,300 ",HAMILTON,MT,59840,111419,Corporation,Unanswered,Unanswered,Unanswered,,6,4/11/20,Idaho First Bank,MT - 00
" $104,300 ",HOT SPRINGS,MT,59845,212319,Corporation,Unanswered,Unanswered,Unanswered,,11,4/9/20,Valley Bank of Ronan,MT - 00
" $104,279 ",GLENDIVE,MT,59330,541219,Corporation,Unanswered,Male Owned,Unanswered,,10,4/15/20,Stockman Bank of Montana,MT - 00
" $104,200 ",COLUMBIA FALLS,MT,59912,111421,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,15,4/5/20,Glacier Bank,MT - 00
" $104,200 ",LAUREL,MT,59044,721110,Corporation,White,Male Owned,Non-Veteran,,20,4/7/20,Glacier Bank,MT - 00
" $104,121 ",MISSOULA,MT,59801,812320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,4/8/20,First Interstate Bank,MT - 00
" $104,117 ",CUT BANK,MT,59427,441110,Corporation,Unanswered,Unanswered,Unanswered,,15,4/6/20,First Interstate Bank,MT - 00
" $104,101 ",POLSON,MT,59860,541614,Corporation,Unanswered,Unanswered,Unanswered,,7,4/11/20,First Interstate Bank,MT - 00
" $104,100 ",BOZEMAN,MT,59718,238320,Corporation,Unanswered,Unanswered,Unanswered,,10,4/6/20,American Bank,MT - 00
" $104,088 ",LIVINGSTON,MT,59047,811121,Corporation,Unanswered,Unanswered,Unanswered,,7,4/15/20,First Interstate Bank,MT - 00
" $104,065 ",MILES CITY,MT,59301,621210,Corporation,Unanswered,Unanswered,Unanswered,,15,4/13/20,First Interstate Bank,MT - 00
" $104,000 ",BILLINGS,MT,59106,238910,Corporation,White,Male Owned,Non-Veteran,,10,4/3/20,The Yellowstone Bank,MT - 00
" $104,000 ",HELENA,MT,59601,332321,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,12,4/8/20,Glacier Bank,MT - 00
" $104,000 ",COLUMBIA FALLS,MT,59912,623312,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,28,4/8/20,"Clare Bank, National Association",MT - 00
" $103,948 ",BILLINGS,MT,59105,442210,Corporation,Unanswered,Unanswered,Unanswered,,12,4/9/20,First Interstate Bank,MT - 00
" $103,900 ",MISSOULA,MT,59808,721110,Corporation,Unanswered,Unanswered,Unanswered,,20,4/12/20,Bank of Idaho,MT - 00
" $103,900 ",FLORENCE,MT,59833,444130,Corporation,White,Female Owned,Non-Veteran,,30,4/28/20,Farmers State Bank,MT - 00
" $103,765 ",GREAT FALLS,MT,59405,621210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,17,4/14/20,"U.S. Bank, National Association",MT - 00
" $103,750 ",MILES CITY,MT,59301,484220,Corporation,Unanswered,Unanswered,Unanswered,,15,4/6/20,Stockman Bank of Montana,MT - 00
" $103,700 ",BOZEMAN,MT,59715,722511,Subchapter S Corporation,White,Male Owned,Non-Veteran,,12,4/5/20,Glacier Bank,MT - 00
